<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI [RTSIDX],Daily,20030826,0,525.440000,525.440000,515.140000,517.010000,20073646.000000
RTSI [RTSIDX],Daily,20030827,0,517.390000,518.490000,514.180000,516.720000,14042472.000000
RTSI [RTSIDX],Daily,20030828,0,519.100000,525.770000,519.100000,525.520000,23459255.000000
RTSI [RTSIDX],Daily,20030829,0,527.870000,531.000000,527.790000,530.940000,18242141.000000
RTSI [RTSIDX],Daily,20030901,0,536.160000,540.730000,536.160000,540.530000,26499256.000000
RTSI [RTSIDX],Daily,20030902,0,542.560000,547.720000,541.780000,547.720000,31940733.000000
RTSI [RTSIDX],Daily,20030903,0,553.920000,554.950000,542.390000,542.600000,30971341.000000
RTSI [RTSIDX],Daily,20030904,0,535.640000,546.960000,533.170000,546.340000,36038768.000000
RTSI [RTSIDX],Daily,20030905,0,546.430000,546.430000,541.190000,541.190000,14310246.000000
RTSI [RTSIDX],Daily,20030908,0,537.120000,537.120000,532.100000,532.250000,19259613.000000
RTSI [RTSIDX],Daily,20030909,0,535.370000,537.360000,535.370000,536.700000,18780209.000000
RTSI [RTSIDX],Daily,20030910,0,533.740000,538.100000,531.230000,538.100000,20437992.000000
RTSI [RTSIDX],Daily,20030911,0,543.830000,546.700000,540.710000,541.350000,27128011.000000
RTSI [RTSIDX],Daily,20030912,0,538.980000,543.770000,538.710000,543.620000,19455046.000000
RTSI [RTSIDX],Daily,20030915,0,549.890000,552.350000,549.890000,551.510000,26126068.000000
RTSI [RTSIDX],Daily,20030916,0,549.770000,557.110000,549.770000,557.110000,18011351.000000
RTSI [RTSIDX],Daily,20030917,0,558.640000,558.640000,550.300000,550.940000,24934576.000000
RTSI [RTSIDX],Daily,20030918,0,552.170000,552.840000,533.490000,552.210000,20698374.000000
RTSI [RTSIDX],Daily,20030919,0,549.400000,549.400000,545.840000,546.860000,14090714.000000
RTSI [RTSIDX],Daily,20030922,0,546.920000,546.920000,542.830000,544.160000,8948042.000000
RTSI [RTSIDX],Daily,20030923,0,546.390000,553.950000,546.390000,552.380000,24986550.000000
RTSI [RTSIDX],Daily,20030924,0,557.190000,562.440000,557.190000,560.690000,20982665.000000
RTSI [RTSIDX],Daily,20030925,0,558.980000,559.430000,555.790000,555.950000,26346195.000000
RTSI [RTSIDX],Daily,20030926,0,556.480000,560.020000,554.320000,554.320000,13166848.000000
RTSI [RTSIDX],Daily,20030929,0,559.000000,563.770000,558.730000,563.770000,18824338.000000
RTSI [RTSIDX],Daily,20030930,0,565.680000,568.970000,565.210000,566.620000,28843394.000000
RTSI [RTSIDX],Daily,20031001,0,566.880000,575.310000,566.880000,573.850000,25735982.000000
RTSI [RTSIDX],Daily,20031002,0,584.370000,589.570000,584.300000,588.440000,45193160.000000
RTSI [RTSIDX],Daily,20031003,0,601.310000,607.310000,594.260000,594.260000,77750953.000000
RTSI [RTSIDX],Daily,20031006,0,590.380000,598.550000,590.180000,597.110000,32368646.000000
RTSI [RTSIDX],Daily,20031007,0,602.910000,609.800000,601.660000,609.800000,63779395.000000
RTSI [RTSIDX],Daily,20031008,0,601.890000,628.980000,597.420000,628.980000,74812371.000000
RTSI [RTSIDX],Daily,20031009,0,637.770000,637.770000,625.050000,628.870000,43807498.000000
RTSI [RTSIDX],Daily,20031010,0,624.070000,625.390000,618.880000,621.700000,22873563.000000
RTSI [RTSIDX],Daily,20031013,0,617.800000,621.340000,616.760000,621.320000,19034333.000000
RTSI [RTSIDX],Daily,20031014,0,630.530000,642.430000,630.530000,640.530000,47549560.000000
RTSI [RTSIDX],Daily,20031015,0,634.440000,635.320000,629.260000,629.860000,20621029.000000
RTSI [RTSIDX],Daily,20031016,0,631.870000,640.130000,631.870000,638.470000,29040291.000000
RTSI [RTSIDX],Daily,20031017,0,639.680000,643.440000,639.680000,642.920000,28202549.000000
RTSI [RTSIDX],Daily,20031020,0,649.430000,650.090000,643.300000,643.300000,30012433.000000
RTSI [RTSIDX],Daily,20031021,0,639.440000,639.440000,618.150000,620.110000,38197528.000000
RTSI [RTSIDX],Daily,20031022,0,608.290000,608.290000,594.820000,594.820000,29665913.000000
RTSI [RTSIDX],Daily,20031023,0,589.200000,592.460000,584.800000,588.020000,21458417.000000
RTSI [RTSIDX],Daily,20031024,0,592.160000,596.380000,592.160000,594.910000,16901336.000000
RTSI [RTSIDX],Daily,20031027,0,539.660000,539.660000,510.630000,535.050000,50201772.000000
RTSI [RTSIDX],Daily,20031028,0,548.570000,565.470000,548.570000,561.450000,38200088.000000
RTSI [RTSIDX],Daily,20031029,0,553.190000,553.190000,535.510000,540.670000,39613286.000000
RTSI [RTSIDX],Daily,20031030,0,533.370000,533.370000,496.660000,496.660000,47568613.000000
RTSI [RTSIDX],Daily,20031031,0,503.890000,513.960000,503.890000,506.120000,24746270.000000
RTSI [RTSIDX],Daily,20031103,0,518.620000,538.140000,518.620000,538.140000,27258174.000000
RTSI [RTSIDX],Daily,20031104,0,548.360000,558.420000,548.120000,551.350000,30499544.000000
RTSI [RTSIDX],Daily,20031105,0,548.940000,548.940000,536.040000,540.650000,13842581.000000
RTSI [RTSIDX],Daily,20031106,0,541.140000,541.220000,535.520000,536.360000,18301103.000000
RTSI [RTSIDX],Daily,20031110,0,544.960000,545.220000,539.460000,539.460000,19423058.000000
RTSI [RTSIDX],Daily,20031111,0,532.770000,532.770000,525.050000,525.050000,14613634.000000
RTSI [RTSIDX],Daily,20031112,0,526.610000,526.610000,513.700000,519.630000,15668974.000000
RTSI [RTSIDX],Daily,20031113,0,526.540000,527.010000,524.090000,526.800000,13229527.000000
RTSI [RTSIDX],Daily,20031114,0,527.830000,528.000000,526.460000,526.460000,6913434.000000
RTSI [RTSIDX],Daily,20031117,0,519.800000,519.800000,511.400000,511.400000,15877273.000000
RTSI [RTSIDX],Daily,20031118,0,503.000000,503.000000,494.540000,495.040000,33000786.000000
RTSI [RTSIDX],Daily,20031119,0,482.980000,482.980000,469.820000,480.650000,23942978.000000
RTSI [RTSIDX],Daily,20031120,0,490.870000,491.630000,481.660000,491.630000,26406857.000000
RTSI [RTSIDX],Daily,20031121,0,496.540000,505.290000,496.540000,505.290000,13101587.000000
RTSI [RTSIDX],Daily,20031124,0,506.910000,519.570000,506.910000,515.750000,14118602.000000
RTSI [RTSIDX],Daily,20031125,0,520.190000,524.460000,519.180000,524.460000,21596332.000000
RTSI [RTSIDX],Daily,20031126,0,531.220000,542.750000,531.220000,540.870000,37111193.000000
RTSI [RTSIDX],Daily,20031127,0,534.830000,540.130000,533.140000,540.130000,7201366.000000
RTSI [RTSIDX],Daily,20031128,0,543.840000,543.840000,524.430000,529.270000,22441355.000000
RTSI [RTSIDX],Daily,20031201,0,518.580000,530.430000,516.640000,530.430000,28183241.000000
RTSI [RTSIDX],Daily,20031202,0,540.710000,540.710000,529.450000,535.230000,42099696.000000
RTSI [RTSIDX],Daily,20031203,0,535.960000,548.490000,535.960000,548.490000,18825364.000000
RTSI [RTSIDX],Daily,20031204,0,548.280000,549.260000,546.610000,549.260000,17524995.000000
RTSI [RTSIDX],Daily,20031205,0,541.240000,541.240000,533.450000,534.410000,21441537.000000
RTSI [RTSIDX],Daily,20031208,0,537.720000,541.310000,537.720000,539.520000,18036329.000000
RTSI [RTSIDX],Daily,20031209,0,539.970000,544.650000,536.700000,544.650000,24961400.000000
RTSI [RTSIDX],Daily,20031210,0,545.290000,545.890000,539.010000,539.990000,28941601.000000
RTSI [RTSIDX],Daily,20031211,0,538.750000,542.510000,538.590000,541.010000,21822158.000000
RTSI [RTSIDX],Daily,20031215,0,547.800000,551.760000,547.800000,551.350000,18303205.000000
RTSI [RTSIDX],Daily,20031216,0,549.380000,549.380000,544.030000,544.030000,20677162.000000
RTSI [RTSIDX],Daily,20031217,0,540.800000,541.340000,538.840000,539.110000,24788787.000000
